ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,clip_key,normalized_caption,raw_aspects,aspects,audioset_ids,n_aspects,caption_words,selected_tags,selected_tag_ids,task1_split
tnJb9WyhCUc,160,170,"/m/04rlf,/m/04szw,/m/05pd6,/m/0ggq0m,/t/dd00126","['low quality', 'hydraulophone melody', 'water leaking', 'noisy', 'wide', 'mystical', 'calming', 'relaxing']","The low quality recording features a hydraulophone melody played alongside water leaking sound. The recording is wide, noisy and it sounds relaxing and calming.",4,False,False,tnJb9WyhCUc__160__170,"the low quality recording features a hydraulophone melody played alongside water leaking sound. the recording is wide, noisy and it sounds relaxing and calming.","['low quality', 'hydraulophone melody', 'water leaking', 'noisy', 'wide', 'mystical', 'calming', 'relaxing']","['low quality', 'hydraulophone melody', 'water leaking', 'noisy', 'wide', 'mystical', 'calming', 'relaxing']","['/m/04rlf', '/m/04szw', '/m/05pd6', '/m/0ggq0m', '/t/dd00126']",8,24,"['low quality', 'noisy', 'relaxing', 'calming']","[0, 3, 48, 55]",train
too9MtXBwts,100,110,"/m/015lz1,/m/04rlf,/t/dd00034","['soft rock', 'cello counter melody', 'male singer', 'melancholy', 'acoustic guitar strumming', 'piano accompaniment', 'sweet', 'slow rock drum beat', 'simple bass', 'electric bass guitar']","A sweet, melancholy sounding soft rock song with a male singer accompanied by acoustic guitar strumming, a cello counter melody, piano, simple electric bass, and a slow rock drum beat.",8,False,False,too9MtXBwts__100__110,"a sweet, melancholy sounding soft rock song with a male singer accompanied by acoustic guitar strumming, a cello counter melody, piano, simple electric bass, and a slow rock drum beat.","['soft rock', 'cello counter melody', 'male singer', 'melancholy', 'acoustic guitar strumming', 'piano accompaniment', 'sweet', 'slow rock drum beat', 'simple bass', 'electric bass guitar']","['soft rock', 'cello counter melody', 'male singer', 'melancholy', 'acoustic guitar strumming', 'piano accompaniment', 'sweet', 'slow rock drum beat', 'simple bass', 'electric bass guitar']","['/m/015lz1', '/m/04rlf', '/t/dd00034']",10,30,['male singer'],[31],train
tpnvHb9ZhlU,30,40,"/m/04rlf,/m/0cfdd","['low quality', 'electro', '4 on the floor kick', 'crackling audio', 'wide repetitive synth melody', 'hypnotic', 'energetic']","The low quality recording features an electro song that consists of a ""4 on the floor"" kick pattern and widely spread repetitive synth melody. The recording is crackly and it sounds hypnotic and energetic as the synth lead is moving left and right throughout the stereo image.",4,False,True,tpnvHb9ZhlU__30__40,"the low quality recording features an electro song that consists of a ""4 on the floor"" kick pattern and widely spread repetitive synth melody. the recording is crackly and it sounds hypnotic and energetic as the synth lead is moving left and right throughout the stereo image.","['low quality', 'electro', '4 on the floor kick', 'crackling audio', 'wide repetitive synth melody', 'hypnotic', 'energetic']","['low quality', 'electro', '4 on the floor kick', 'crackling audio', 'wide repetitive synth melody', 'hypnotic', 'energetic']","['/m/04rlf', '/m/0cfdd']",7,47,"['low quality', 'energetic']","[0, 4]",train
tr2iVjsu4xs,270,280,"/m/01kcd,/m/0319l,/m/07c6l,/m/07gql","['brass quintet', 'symphonic song', 'orchestra song', 'tuba', 'trumpet', 'french horn', 'trombone', 'no string instruments', 'no percussion', 'no voices', 'instrumental', 'epic mood', 'moderate tempo']",This song features a brass quintet. The bass notes are played on a tuba. The main melody is played on the trumpets. This is backed by the trombone and French horn. There are no other instruments in this song. There are no voices in this song. This song is an instrumental song with an epic feel. This song can be played when a victorious protagonist enters the city after a battle in a movie.,0,False,False,tr2iVjsu4xs__270__280,this song features a brass quintet. the bass notes are played on a tuba. the main melody is played on the trumpets. this is backed by the trombone and french horn. there are no other instruments in this song. there are no voices in this song. this song is an instrumental song with an epic feel. this song can be played when a victorious protagonist enters the city after a battle in a movie.,"['brass quintet', 'symphonic song', 'orchestra song', 'tuba', 'trumpet', 'french horn', 'trombone', 'no string instruments', 'no percussion', 'no voices', 'instrumental', 'epic mood', 'moderate tempo']","['brass quintet', 'symphonic song', 'orchestra song', 'tuba', 'trumpet', 'french horn', 'trombone', 'no string instruments', 'no percussion', 'no voices', 'instrumental', 'epic mood', 'moderate tempo']","['/m/01kcd', '/m/0319l', '/m/07c6l', '/m/07gql']",13,74,"['instrumental', 'moderate tempo', 'no voices']","[1, 19, 32]",train
tsdNl72WVs4,60,70,/m/0mkg,"['low quality', 'noisy', 'steel guitar melody', 'accordion melody', 'popping sounds', 'passionate', 'happy', 'joyful']","The low quality recording features a steel guitar melody, followed by accordion melody. There are some popping sounds and it sounds passionate, happy and joyful.",4,False,False,tsdNl72WVs4__60__70,"the low quality recording features a steel guitar melody, followed by accordion melody. there are some popping sounds and it sounds passionate, happy and joyful.","['low quality', 'noisy', 'steel guitar melody', 'accordion melody', 'popping sounds', 'passionate', 'happy', 'joyful']","['low quality', 'noisy', 'steel guitar melody', 'accordion melody', 'popping sounds', 'passionate', 'happy', 'joyful']",['/m/0mkg'],8,25,"['low quality', 'noisy', 'passionate', 'happy']","[0, 3, 6, 23]",train
tt5-i1R78ms,30,40,"/m/04rlf,/m/07p78v5","['trap music', 'parody', 'male voice', 'electronic drums', 'strong bass', 'guitar sample', 'loud']",This is a trap music piece done in the style of Michael Jackson. There is a male vocalist singing in a very accentuated manner. In the rhythmic background loud electronic drums can be heard with the cicada beat on the hihats which is essential to the trap scene. There is a strong electronic bass sound accompanied every now and then by an electric guitar sample.,9,True,True,tt5-i1R78ms__30__40,this is a trap music piece done in the style of michael jackson. there is a male vocalist singing in a very accentuated manner. in the rhythmic background loud electronic drums can be heard with the cicada beat on the hihats which is essential to the trap scene. there is a strong electronic bass sound accompanied every now and then by an electric guitar sample.,"['trap music', 'parody', 'male voice', 'electronic drums', 'strong bass', 'guitar sample', 'loud']","['trap music', 'parody', 'male voice', 'electronic drums', 'strong bass', 'guitar sample', 'loud']","['/m/04rlf', '/m/07p78v5']",7,65,"['male voice', 'electronic drums', 'loud']","[28, 35, 42]",train
tu3IrmT_2xk,240,250,"/m/085jw,/m/0l14l2","['hebrew man speaking', 'high pitched horn', 'live recording', 'room tone', 'background noises']","In this clip we have a man speaking Hebrew, followed by the sound of a high pitched traditional horn. In the background, there are unidentifiable noises.",3,False,False,tu3IrmT_2xk__240__250,"in this clip we have a man speaking hebrew, followed by the sound of a high pitched traditional horn. in the background, there are unidentifiable noises.","['hebrew man speaking', 'high pitched horn', 'live recording', 'room tone', 'background noises']","['hebrew man speaking', 'high pitched horn', 'live recording', 'room tone', 'background noises']","['/m/085jw', '/m/0l14l2']",5,26,[],[],train
tuoBmxts5Xo,80,90,"/m/01kcd,/m/03_d0,/m/04rlf,/m/04szw,/m/04wptg,/m/06ncr","['low quality', 'live performance', 'jazz', 'tenor sax solo melody', 'groovy bass', 'mellow piano chords', 'shimmering hi hats', 'punchy kick', 'snappy rimshots', 'sustained strings', 'passionate', 'emotional', 'soulful']","The low quality recording features a live performance of a jazz song that consists of a tenor sax solo melody playing over mellow piano chords, sustained strings, groovy bass, snappy rimshots, shimmering hi hats and punchy kicks. It sounds emotional, passionate and soulful.",4,False,False,tuoBmxts5Xo__80__90,"the low quality recording features a live performance of a jazz song that consists of a tenor sax solo melody playing over mellow piano chords, sustained strings, groovy bass, snappy rimshots, shimmering hi hats and punchy kicks. it sounds emotional, passionate and soulful.","['low quality', 'live performance', 'jazz', 'tenor sax solo melody', 'groovy bass', 'mellow piano chords', 'shimmering hi hats', 'punchy kick', 'snappy rimshots', 'sustained strings', 'passionate', 'emotional', 'soulful']","['low quality', 'live performance', 'jazz', 'tenor sax solo melody', 'groovy bass', 'mellow piano chords', 'shimmering hi hats', 'punchy kick', 'snappy rimshots', 'sustained strings', 'passionate', 'emotional', 'soulful']","['/m/01kcd', '/m/03_d0', '/m/04rlf', '/m/04szw', '/m/04wptg', '/m/06ncr']",13,43,"['low quality', 'emotional', 'passionate', 'live performance', 'shimmering hi hats', 'groovy bass', 'punchy kick']","[0, 2, 6, 9, 22, 24, 25]",train
tv14XEQcY0c,200,210,"/m/02p0sh1,/m/04rlf,/m/04szw,/m/0mkg","['azerbaijani folk music', 'instrumental', 'single instrument', 'garmon', 'lively', 'vibrant']",This is an Azerbaijani folk music piece. It is an instrumental piece. The only instrument being played is a garmon which has a sound that resembles an accordion. There is a lively atmosphere in the recording. This piece can be played in the soundtrack of a documentary that takes place in the Caucasus region. It could also be used in the soundtrack of an Azerbaijani soap opera.,9,False,False,tv14XEQcY0c__200__210,this is an azerbaijani folk music piece. it is an instrumental piece. the only instrument being played is a garmon which has a sound that resembles an accordion. there is a lively atmosphere in the recording. this piece can be played in the soundtrack of a documentary that takes place in the caucasus region. it could also be used in the soundtrack of an azerbaijani soap opera.,"['azerbaijani folk music', 'instrumental', 'single instrument', 'garmon', 'lively', 'vibrant']","['azerbaijani folk music', 'instrumental', 'single instrument', 'garmon', 'lively', 'vibrant']","['/m/02p0sh1', '/m/04rlf', '/m/04szw', '/m/0mkg']",6,67,"['instrumental', 'vibrant']","[1, 61]",train
tvcJENqxr1c,30,40,"/m/04rlf,/m/04szw,/m/06w87","['low quality', 'noisy', 'high pitched sped up audio', 'arpeggiated electric guitar melody', 'smooth bass guitar', 'emotional', 'weird']","The low quality recording features a high pitched, sped up audio playing in the background, followed by arpeggiated electric guitar melody and smooth bass guitar. Even though the sped up audio sounds weird, the guitar melodies are emotional.",4,True,True,tvcJENqxr1c__30__40,"the low quality recording features a high pitched, sped up audio playing in the background, followed by arpeggiated electric guitar melody and smooth bass guitar. even though the sped up audio sounds weird, the guitar melodies are emotional.","['low quality', 'noisy', 'high pitched sped up audio', 'arpeggiated electric guitar melody', 'smooth bass guitar', 'emotional', 'weird']","['low quality', 'noisy', 'high pitched sped up audio', 'arpeggiated electric guitar melody', 'smooth bass guitar', 'emotional', 'weird']","['/m/04rlf', '/m/04szw', '/m/06w87']",7,38,"['low quality', 'emotional', 'noisy']","[0, 2, 3]",train
tvqvuGywD8U,30,40,"/m/01kcd,/m/085jw,/m/0l14l2","['meditative', 'shofar', 'water dripping sound', 'soothing']",This audio contains someone blowing a shofar horn with a lot of reverb and a long release time. Panned to the right side of the speakers you can hear water dripping. This song may be playing while doing something like qigong.,6,False,False,tvqvuGywD8U__30__40,this audio contains someone blowing a shofar horn with a lot of reverb and a long release time. panned to the right side of the speakers you can hear water dripping. this song may be playing while doing something like qigong.,"['meditative', 'shofar', 'water dripping sound', 'soothing']","['meditative', 'shofar', 'water dripping sound', 'soothing']","['/m/01kcd', '/m/085jw', '/m/0l14l2']",4,41,[],[],train
tw0BGErgupk,80,90,"/m/04rlf,/t/dd00006,/t/dd00125","['amateur recording', 'high pitched voice', 'cartoon voice', 'hip-hop song', 'low quality audio', 'synth song', 'piano', 'flute']",This hip-hop song features a high pitched voice sounding like a cartoon voice singing the main melody. The quality of the recording is low and some of the instruments cannot be identified. The voice is accompanied by a flute in the beginning and then a piano fill. A synth plays chords in the background. This song can be played in an animated movie.,0,True,True,tw0BGErgupk__80__90,this hip-hop song features a high pitched voice sounding like a cartoon voice singing the main melody. the quality of the recording is low and some of the instruments cannot be identified. the voice is accompanied by a flute in the beginning and then a piano fill. a synth plays chords in the background. this song can be played in an animated movie.,"['amateur recording', 'high pitched voice', 'cartoon voice', 'hip-hop song', 'low quality audio', 'synth song', 'piano', 'flute']","['amateur recording', 'high pitched voice', 'cartoon voice', 'hip-hop song', 'low quality audio', 'synth song', 'piano', 'flute']","['/m/04rlf', '/t/dd00006', '/t/dd00125']",8,63,"['amateur recording', 'piano']","[7, 18]",train
tw8-TlQBcBA,270,280,"/m/04rlf,/m/05r6t,/m/06by7","['electropop', 'synth-pop', 'instrumental', 'electric guitar', 'acoustic drums', 'loud', 'aggressive', 'crunchy', 'hard-hitting']",This is an electropop/synth-pop music piece. It is an instrumental piece. There is a crunchy sounding electric guitar tune at the forefront. The rhythmic background consists of an aggressive acoustic drum beat. The atmosphere is hard-hitting. This piece could be playing in the soundtrack of a coming-of-age drama movie.,9,False,False,tw8-TlQBcBA__270__280,this is an electropop/synth-pop music piece. it is an instrumental piece. there is a crunchy sounding electric guitar tune at the forefront. the rhythmic background consists of an aggressive acoustic drum beat. the atmosphere is hard-hitting. this piece could be playing in the soundtrack of a coming-of-age drama movie.,"['electropop', 'synth-pop', 'instrumental', 'electric guitar', 'acoustic drums', 'loud', 'aggressive', 'crunchy', 'hard-hitting']","['electropop', 'synth-pop', 'instrumental', 'electric guitar', 'acoustic drums', 'loud', 'aggressive', 'crunchy', 'hard-hitting']","['/m/04rlf', '/m/05r6t', '/m/06by7']",9,49,"['instrumental', 'acoustic drums', 'electric guitar', 'loud']","[1, 10, 15, 42]",train
tyAXjOihm6g,240,250,"/m/01p970,/m/026t6,/m/0l14md","['low quality', 'noisy', 'mono', 'groovy wooden percussions', 'boomy']","The low quality recording features groovy wooden percussion. The recording is in mono, noisy and it sounds boomy.",4,False,False,tyAXjOihm6g__240__250,"the low quality recording features groovy wooden percussion. the recording is in mono, noisy and it sounds boomy.","['low quality', 'noisy', 'mono', 'groovy wooden percussions', 'boomy']","['low quality', 'noisy', 'mono', 'groovy wooden percussions', 'boomy']","['/m/01p970', '/m/026t6', '/m/0l14md']",5,18,"['low quality', 'noisy', 'mono']","[0, 3, 12]",train
tz2TlSMmTp4,30,40,"/m/03lty,/m/04rlf,/m/0dl5d,/m/0dls3","['punkrock', 'overdrive amps', 'e-guitars', 'male voice screaming', 'acoustic drums', 'aggressive buildup', 'medium tempo']",A lot of high frequencies that are produced by an e-bass and two distorted electric guitars are running through amps that are sounding highly overdriven. The drums silently build up the atmosphere before all instruments are loudly breaking into the next part of the song. The drums with crash hits and the guitars and bass with one single low note while a male voice is screaming. This song may be playing at a festival.,6,True,True,tz2TlSMmTp4__30__40,a lot of high frequencies that are produced by an e-bass and two distorted electric guitars are running through amps that are sounding highly overdriven. the drums silently build up the atmosphere before all instruments are loudly breaking into the next part of the song. the drums with crash hits and the guitars and bass with one single low note while a male voice is screaming. this song may be playing at a festival.,"['punkrock', 'overdrive amps', 'e-guitars', 'male voice screaming', 'acoustic drums', 'aggressive buildup', 'medium tempo']","['punkrock', 'overdrive amps', 'e-guitars', 'male voice screaming', 'acoustic drums', 'aggressive buildup', 'medium tempo']","['/m/03lty', '/m/04rlf', '/m/0dl5d', '/m/0dls3']",7,74,"['medium tempo', 'acoustic drums']","[5, 10]",train
u0CgRmXMXNc,150,160,"/m/0395lw,/m/09x0r","['bell ringing lesson', 'small church bells', 'male voice', 'russian', 'instructive speaking']",This is the recording of a bell ringing lesson video. There is a set of three small church bells being played in various ways. There is a male voice speaking in an instructive manner on how to ring the bells. He is speaking in the Russian language. This recording can be sampled for use in beat-making. The bell sample could also fit well as a sound effect in a cartoon or a movie.,9,False,False,u0CgRmXMXNc__150__160,this is the recording of a bell ringing lesson video. there is a set of three small church bells being played in various ways. there is a male voice speaking in an instructive manner on how to ring the bells. he is speaking in the russian language. this recording can be sampled for use in beat-making. the bell sample could also fit well as a sound effect in a cartoon or a movie.,"['bell ringing lesson', 'small church bells', 'male voice', 'russian', 'instructive speaking']","['bell ringing lesson', 'small church bells', 'male voice', 'russian', 'instructive speaking']","['/m/0395lw', '/m/09x0r']",5,73,['male voice'],[28],train
u1a5eyk-9ig,10,20,"/m/04rlf,/m/05fw6t,/m/0l15bq","['kids harmonizing vocals', 'shimmering bells', 'claps', 'synth keys melody', 'groovy bass', 'shimmering hi hats', 'punchy kick', 'happy', 'fun', 'addictive', 'low quality', 'kids song']","The low quality recording features a kids song sung by harmonizing kids vocals over shimmering bells, claps, synth keys melody, groovy bass and shimmering hi hats in the right channel of the stereo image. It sounds fun, happy, addictive, thanks to that cadence, and like something kids would listen to.",4,False,False,u1a5eyk-9ig__10__20,"the low quality recording features a kids song sung by harmonizing kids vocals over shimmering bells, claps, synth keys melody, groovy bass and shimmering hi hats in the right channel of the stereo image. it sounds fun, happy, addictive, thanks to that cadence, and like something kids would listen to.","['kids harmonizing vocals', 'shimmering bells', 'claps', 'synth keys melody', 'groovy bass', 'shimmering hi hats', 'punchy kick', 'happy', 'fun', 'addictive', 'low quality', 'kids song']","['kids harmonizing vocals', 'shimmering bells', 'claps', 'synth keys melody', 'groovy bass', 'shimmering hi hats', 'punchy kick', 'happy', 'fun', 'addictive', 'low quality', 'kids song']","['/m/04rlf', '/m/05fw6t', '/m/0l15bq']",12,50,"['low quality', 'shimmering hi hats', 'happy', 'groovy bass', 'punchy kick', 'fun']","[0, 22, 23, 24, 25, 46]",train
u3n2OcpEC48,100,110,"/m/02bxd,/m/04rlf","['low quality', 'mono', 'noisy', 'didgeridoo suspenseful tone']","The low quality recording features a suspenseful tone of didgeridoo. The recording is mono and noisy, as it was probably recorded with a phone.",4,False,False,u3n2OcpEC48__100__110,"the low quality recording features a suspenseful tone of didgeridoo. the recording is mono and noisy, as it was probably recorded with a phone.","['low quality', 'mono', 'noisy', 'didgeridoo suspenseful tone']","['low quality', 'mono', 'noisy', 'didgeridoo suspenseful tone']","['/m/02bxd', '/m/04rlf']",4,24,"['low quality', 'noisy', 'mono']","[0, 3, 12]",train
u3pYqyLM0f4,30,40,"/m/0283d,/m/04rlf,/m/07gxw,/m/07lnk,/m/0m0jc","['techno dance music', 'electronic dance music', 'dance remix', 'trance nights', 'dancing all night', 'ibiza party', 'fashion party mix', 'trance hits', 'medium fast tempo', 'instrumental music', 'dance hits', 'poor audio quality', 'adrenaline rush', 'spirited', 'dance rhythm', 'dance floor', 'dj', 'party nights']","The song is an instrumental. The song is medium fast tempo with a strong techno drum rhythm, groovy bass line, keyboard harmony and percussion hits. The song is exciting and groovy for dance. The audio quality is poor.",1,False,True,u3pYqyLM0f4__30__40,"the song is an instrumental. the song is medium fast tempo with a strong techno drum rhythm, groovy bass line, keyboard harmony and percussion hits. the song is exciting and groovy for dance. the audio quality is poor.","['techno dance music', 'electronic dance music', 'dance remix', 'trance nights', 'dancing all night', 'ibiza party', 'fashion party mix', 'trance hits', 'medium fast tempo', 'instrumental music', 'dance hits', 'poor audio quality', 'adrenaline rush', 'spirited', 'dance rhythm', 'dance floor', 'dj', 'party nights']","['techno dance music', 'electronic dance music', 'dance remix', 'trance nights', 'dancing all night', 'ibiza party', 'fashion party mix', 'trance hits', 'medium fast tempo', 'instrumental music', 'dance hits', 'poor audio quality', 'adrenaline rush', 'spirited', 'dance rhythm', 'dance floor', 'dj', 'party nights']","['/m/0283d', '/m/04rlf', '/m/07gxw', '/m/07lnk', '/m/0m0jc']",18,38,"['instrumental music', 'poor audio quality', 'spirited']","[17, 27, 37]",train
u3yOMK8SuRI,0,10,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y,/m/0l14_3","['instrumental', 'slow tempo', 'ukelele melody', 'minimalist', 'pleasant sound', 'simple', 'rhythmic', 'soft', 'mellow', 'sound of clapping', 'live performance', 'four stringed instrument', 'stringed instrument', 'hawaiian instrument', 'lute family']",This song is a simple instrumental. The tempo slows with the sound of clapping followed by a soft and mellow  ukelele melody. This is a home video of a Ukelele instrumental.,7,False,False,u3yOMK8SuRI__0__10,this song is a simple instrumental. the tempo slows with the sound of clapping followed by a soft and mellow ukelele melody. this is a home video of a ukelele instrumental.,"['instrumental', 'slow tempo', 'ukelele melody', 'minimalist', 'pleasant sound', 'simple', 'rhythmic', 'soft', 'mellow', 'sound of clapping', 'live performance', 'four stringed instrument', 'stringed instrument', 'hawaiian instrument', 'lute family']","['instrumental', 'slow tempo', 'ukelele melody', 'minimalist', 'pleasant sound', 'simple', 'rhythmic', 'soft', 'mellow', 'sound of clapping', 'live performance', 'four stringed instrument', 'stringed instrument', 'hawaiian instrument', 'lute family']","['/m/0342h', '/m/042v_gx', '/m/04rlf', '/m/04szw', '/m/07xzm', '/m/0fx80y', '/m/0l14_3']",15,31,"['instrumental', 'slow tempo', 'live performance', 'mellow']","[1, 8, 9, 43]",train
u68Ghaf_Phs,10,20,"/m/02p0sh1,/m/04rlf,/m/04szw,/m/0mkg","['folk song', 'accordion', 'violin', 'double base', 'flute', 'hammered dulcimer', 'no voices', 'instrumental', 'no voice', 'moderate tempo', 'happy mood']","This folk song features a variety of instruments. The main melody is played on a violin, flute and accordion. The double bass plays a running bass pattern. An acoustic guitar strums chords. A hammered dulcimer plays parts that give a percussive feel. There are no voices in this song. This is an instrumental song. This song can be played in a luxurious and lively brunch.",0,False,False,u68Ghaf_Phs__10__20,"this folk song features a variety of instruments. the main melody is played on a violin, flute and accordion. the double bass plays a running bass pattern. an acoustic guitar strums chords. a hammered dulcimer plays parts that give a percussive feel. there are no voices in this song. this is an instrumental song. this song can be played in a luxurious and lively brunch.","['folk song', 'accordion', 'violin', 'double base', 'flute', 'hammered dulcimer', 'no voices', 'instrumental', 'no voice', 'moderate tempo', 'happy mood']","['folk song', 'accordion', 'violin', 'double base', 'flute', 'hammered dulcimer', 'no voices', 'instrumental', 'no voice', 'moderate tempo', 'happy mood']","['/m/02p0sh1', '/m/04rlf', '/m/04szw', '/m/0mkg']",11,65,"['instrumental', 'moderate tempo', 'no voices']","[1, 19, 32]",train
u6tgeRXOxnU,30,40,"/m/04rlf,/m/06bxc","['male singer', 'fast tempo', 'synth pop', 'punchy', 'atmospheric music', 'vibrant', 'edm', 'drum machine', 'synthesiser arrangements', 'digital drumming', 'reverb', 'rhythmic patter', 'vigorous rhythmic speech', 'pop rap', 'disco rap', 'dance pop', 'energetic', 'enthusiastic', 'punch', 'youthful', 'bouncy', 'hip-hop', 'rap', 'dj', 'punk rap', 'club music']","A male vocalist sings this energetic rap. The tempo is fast with electronic music and synthesiser arrangements with digital drum rhythm and boomy bass. The song is upbeat, energetic, buoyant, punchy and youthful with a bright dance groove. This song is an EDM/Synth pop.",7,True,True,u6tgeRXOxnU__30__40,"a male vocalist sings this energetic rap. the tempo is fast with electronic music and synthesiser arrangements with digital drum rhythm and boomy bass. the song is upbeat, energetic, buoyant, punchy and youthful with a bright dance groove. this song is an edm/synth pop.","['male singer', 'fast tempo', 'synth pop', 'punchy', 'atmospheric music', 'vibrant', 'edm', 'drum machine', 'synthesiser arrangements', 'digital drumming', 'reverb', 'rhythmic patter', 'vigorous rhythmic speech', 'pop rap', 'disco rap', 'dance pop', 'energetic', 'enthusiastic', 'punch', 'youthful', 'bouncy', 'hip-hop', 'rap', 'dj', 'punk rap', 'club music']","['male singer', 'fast tempo', 'synth pop', 'punchy', 'atmospheric music', 'vibrant', 'edm', 'drum machine', 'synthesiser arrangements', 'digital drumming', 'reverb', 'rhythmic patter', 'vigorous rhythmic speech', 'pop rap', 'disco rap', 'dance pop', 'energetic', 'enthusiastic', 'punch', 'youthful', 'bouncy', 'hip-hop', 'rap', 'dj', 'punk rap', 'club music']","['/m/04rlf', '/m/06bxc']",26,44,"['energetic', 'fast tempo', 'male singer', 'youthful', 'enthusiastic', 'vibrant']","[4, 11, 31, 36, 56, 61]",train
u9n4R78UBtA,30,40,"/m/026z9,/m/04rlf,/m/0gywn","['instrumental', 'fast tempo', 'female vocalisation', 'electronic music', 'digital drumming', 'atmospheric synthesiser', 'edm', 'club music', 'dance music', 'dj', 'dj mixer', 'elctronic beats', 'youthful', 'enthusiastic', 'trippy', 'trance', 'hypnotic', 'enigmatic', 'trance music', 'psychedelic', 'disco pop', 'contemporary pop', 'electro pop', 'synth pop', 'upbeat', 'dance groove']","This music is an electronic instrumental. The tempo is fast with atmospheric synthesiser, digital drum arrangements and an insistent, recurring female vocalisation. The music is upbeat, youthful, trance, trippy, hypnotic, psychedelic, incessant, and enthusiastic EDM/Synth Pop.",7,True,True,u9n4R78UBtA__30__40,"this music is an electronic instrumental. the tempo is fast with atmospheric synthesiser, digital drum arrangements and an insistent, recurring female vocalisation. the music is upbeat, youthful, trance, trippy, hypnotic, psychedelic, incessant, and enthusiastic edm/synth pop.","['instrumental', 'fast tempo', 'female vocalisation', 'electronic music', 'digital drumming', 'atmospheric synthesiser', 'edm', 'club music', 'dance music', 'dj', 'dj mixer', 'elctronic beats', 'youthful', 'enthusiastic', 'trippy', 'trance', 'hypnotic', 'enigmatic', 'trance music', 'psychedelic', 'disco pop', 'contemporary pop', 'electro pop', 'synth pop', 'upbeat', 'dance groove']","['instrumental', 'fast tempo', 'female vocalisation', 'electronic music', 'digital drumming', 'atmospheric synthesiser', 'edm', 'club music', 'dance music', 'dj', 'dj mixer', 'elctronic beats', 'youthful', 'enthusiastic', 'trippy', 'trance', 'hypnotic', 'enigmatic', 'trance music', 'psychedelic', 'disco pop', 'contemporary pop', 'electro pop', 'synth pop', 'upbeat', 'dance groove']","['/m/026z9', '/m/04rlf', '/m/0gywn']",26,36,"['instrumental', 'fast tempo', 'youthful', 'upbeat', 'enthusiastic', 'electronic music']","[1, 11, 36, 39, 56, 58]",train
uARzr9CAemI,30,40,"/m/04rlf,/m/0b9m1,/m/0m0jc","['electro', 'echoing resonant synth melody', 'repetitive synth melody', 'wide mellow synth pad', 'calming', 'relaxing']","The Electro song features a resonant synth melody, repetitive synth melody and widely spread, mellow synth pad chords playing. It sounds relaxing and calming, like something you would listen to while chilling.",4,True,True,uARzr9CAemI__30__40,"the electro song features a resonant synth melody, repetitive synth melody and widely spread, mellow synth pad chords playing. it sounds relaxing and calming, like something you would listen to while chilling.","['electro', 'echoing resonant synth melody', 'repetitive synth melody', 'wide mellow synth pad', 'calming', 'relaxing']","['electro', 'echoing resonant synth melody', 'repetitive synth melody', 'wide mellow synth pad', 'calming', 'relaxing']","['/m/04rlf', '/m/0b9m1', '/m/0m0jc']",6,32,"['relaxing', 'calming']","[48, 55]",train
uAYPacrJnyQ,30,40,"/m/04rlf,/t/dd00035","['futuristic synth pop', 'female pop vocal', 'filtered pop vocal', 'robotic vocal filter', 'autotuned female vocal', 'fast paced bass synth', 'clapping hands effect']",The song has a futuristic kind of feel. It's a synth pop song with a female vocalist who has a robotic filter and autotune applied to her voice. The feel of the song is sort of epic and progressive. It's action-oriented and feels like something cool is about to happen.,3,True,True,uAYPacrJnyQ__30__40,the song has a futuristic kind of feel. it's a synth pop song with a female vocalist who has a robotic filter and autotune applied to her voice. the feel of the song is sort of epic and progressive. it's action-oriented and feels like something cool is about to happen.,"['futuristic synth pop', 'female pop vocal', 'filtered pop vocal', 'robotic vocal filter', 'autotuned female vocal', 'fast paced bass synth', 'clapping hands effect']","['futuristic synth pop', 'female pop vocal', 'filtered pop vocal', 'robotic vocal filter', 'autotuned female vocal', 'fast paced bass synth', 'clapping hands effect']","['/m/04rlf', '/t/dd00035']",7,50,[],[],train
